"schlid","studid","tchrid","math","year"
43,4100,4724,595,0
43,4101,4673,600,-1
43,4102,4673,589,-1
43,4103,4673,583,-1
43,4103,4724,614,0
43,4104,4673,670,-1
43,4104,4704,683,0
43,4105,4673,600,-1
43,4105,4704,683,0
43,4105,4795,635,1
43,4106,4673,652,-1
43,4106,4724,675,0
43,4106,4845,691,1
43,4107,4683,600,-1
43,4107,4845,680,1
43,4108,4845,697,1
43,4109,4683,546,-1
43,4110,4683,576,-1
43,4111,4683,617,-1
43,4111,4845,662,1
43,4112,4683,632,-1
43,4112,4724,652,0
43,4112,4795,671,1
43,4113,4683,597,-1
43,4113,4704,639,0
43,4114,4683,573,-1
43,4114,4724,598,0
43,4115,4683,660,-1
43,4116,4795,691,1
43,4117,4683,579,-1
43,4118,4683,622,-1
43,4119,4683,600,-1
43,4119,4795,680,1
43,4121,4683,617,-1
43,4123,4683,597,-1
43,4123,4724,631,0
43,4123,4795,662,1
43,4124,4683,609,-1
43,4124,4704,675,0
43,4124,4795,662,1
43,4125,4683,627,-1
43,4125,4704,683,0
43,4125,4845,675,1
43,4126,4683,622,-1
43,4126,4704,718,0
43,4127,4683,622,-1
43,4128,4683,569,-1
43,4128,4865,595,1
43,4129,4683,627,-1
43,4129,4724,668,0
43,4130,4683,613,-1
43,4130,4704,628,0
43,4133,4693,645,-1
43,4134,4693,600,-1
43,4134,4724,648,0
43,4135,4693,583,-1
43,4136,4693,670,-1
43,4136,4704,675,0
43,4137,4693,613,-1
43,4138,4693,569,-1
43,4140,4693,632,-1
43,4141,4693,622,-1
43,4141,4704,692,0
43,4142,4693,576,-1
43,4142,4724,572,0
43,4142,4795,626,1
43,4143,4693,569,-1
43,4144,4693,604,-1
43,4145,4693,613,-1
43,4145,4704,718,0
43,4145,4795,680,1
43,4146,4693,670,-1
43,4147,4693,586,-1
43,4148,4724,639,0
43,4148,4845,675,1
43,4149,4693,638,-1
43,4149,4704,683,0
43,4150,4693,569,-1
43,4151,4693,583,-1
43,4151,4704,648,0
43,4151,4845,691,1
43,4152,4693,563,-1
43,4152,4795,629,1
43,4153,4693,579,-1
43,4153,4724,592,0
43,4153,4845,642,1
43,4223,4724,703,0
43,4224,4724,579,0
43,4225,4704,703,0
43,4225,4845,724,1
43,4226,4724,621,0
43,4228,4704,598,0
43,4229,4704,692,0
43,4231,4704,621,0
43,4231,4845,642,1
43,4232,4724,582,0
43,4233,4724,604,0
43,4234,4724,592,0
43,4234,4845,642,1
43,4236,4704,635,0
43,4238,4845,626,1
43,4239,4704,608,0
43,4240,4795,620,1
43,4242,4724,585,0
43,4242,4845,626,1
43,4244,4845,635,1
43,4245,4724,608,0
43,4247,4704,568,0
43,4247,4795,617,1
43,4248,4704,601,0
43,4248,4795,620,1
12,4333,4943,604,-1
12,4335,4943,549,-1
12,4336,4943,645,-1
12,4337,4943,670,-1
12,4338,4943,652,-1
12,4340,4943,638,-1
12,4341,4943,699,-1
12,4343,4943,682,-1
12,4344,4943,645,-1
12,4345,4943,652,-1
12,4346,4943,670,-1
12,4347,4943,589,-1
12,4348,4943,604,-1
12,4349,4943,549,-1
12,4350,4943,660,-1
12,4351,4953,523,-1
12,4352,4953,576,-1
12,4353,4953,539,-1
12,4354,4953,632,-1
12,4355,4953,563,-1
12,4357,4953,638,-1
12,4358,4953,652,-1
12,4359,4953,589,-1
12,4360,4953,579,-1
12,4361,4953,632,-1
12,4362,4953,586,-1
12,4363,4953,638,-1
12,4364,4953,573,-1
12,4365,4953,597,-1
12,4366,4953,579,-1
12,4367,4953,725,-1
12,4368,4953,670,-1
12,4369,4953,645,-1
12,4370,4953,627,-1
12,4371,4953,600,-1
12,4372,4953,725,-1
12,4373,4943,586,-1
70,4488,5123,556,-1
70,4488,5204,608,0
70,4489,5123,546,-1
70,4490,5123,549,-1
70,4490,5204,598,0
70,4491,5155,648,1
70,4491,5204,592,0
70,4492,5123,609,-1
70,4493,5123,589,-1
70,4495,5123,604,-1
70,4497,5123,645,-1
70,4499,5123,609,-1
70,4500,5123,600,-1
70,4500,5155,671,1
70,4500,5204,639,0
70,4501,5123,597,-1
70,4502,5134,598,0
70,4502,5155,617,1
70,4503,5123,576,-1
70,4505,5123,632,-1
70,4506,5045,705,1
70,4506,5204,703,0
70,4507,5123,617,-1
70,4508,5123,542,-1
70,4508,5155,648,1
70,4510,5113,566,-1
70,4511,5113,589,-1
70,4512,5113,613,-1
70,4513,5113,604,-1
70,4514,5045,685,1
70,4514,5113,613,-1
70,4515,5113,604,-1
70,4515,5134,648,0
70,4515,5155,671,1
70,4516,5134,561,0
70,4516,5155,591,1
70,4517,5113,559,-1
70,4518,5113,600,-1
70,4519,5113,576,-1
70,4520,5113,682,-1
70,4521,5204,692,0
70,4522,5113,527,-1
70,4522,5204,514,0
70,4523,5113,613,-1
70,4523,5204,643,0
70,4524,5113,559,-1
70,4524,5134,572,0
70,4525,5045,675,1
70,4525,5113,597,-1
70,4525,5134,614,0
70,4526,5113,586,-1
70,4527,5113,579,-1
70,4528,5113,593,-1
70,4528,5134,598,0
70,4529,5113,583,-1
70,4532,5113,523,-1
70,4583,5204,639,0
70,4584,5204,635,0
70,4585,5134,668,0
70,4587,5204,617,0
70,4590,5134,621,0
70,4591,5134,539,0
70,4592,5134,595,0
70,4595,5204,604,0
70,4596,5204,592,0
70,4597,5045,691,1
70,4597,5134,628,0
70,4598,5204,624,0
68,4676,5324,657,0
68,4676,5325,671,1
68,4676,5343,622,-1
68,4677,5343,632,-1
68,4677,5424,648,0
68,4678,5343,600,-1
68,4678,5444,608,0
68,4678,5525,623,1
68,4679,5343,600,-1
68,4680,5343,586,-1
68,4681,5343,569,-1
68,4682,5343,632,-1
68,4683,5343,573,-1
68,4683,5444,604,0
68,4683,5525,614,1
68,4684,5343,579,-1
68,4685,5343,589,-1
68,4686,5324,565,0
68,4686,5325,614,1
68,4686,5343,569,-1
68,4687,5343,622,-1
68,4688,5353,549,-1
68,4690,5353,604,-1
68,4691,5324,617,0
68,4691,5325,642,1
68,4691,5353,563,-1
68,4692,5324,598,0
68,4692,5325,614,1
68,4692,5353,573,-1
68,4694,5353,622,-1
68,4694,5424,648,0
68,4695,5353,583,-1
68,4695,5444,628,0
68,4695,5525,642,1
68,4696,5324,592,0
68,4696,5353,563,-1
68,4697,5353,579,-1
68,4700,5353,632,-1
68,4702,5424,601,0
68,4702,5425,614,1
68,4704,5353,627,-1
68,4705,5353,566,-1
68,4707,5324,744,0
68,4707,5353,638,-1
68,4708,5324,652,0
68,4708,5325,685,1
68,4708,5353,627,-1
68,4709,5353,645,-1
68,4710,5353,583,-1
68,4710,5444,585,0
68,4710,5525,638,1
68,4712,5353,597,-1
68,4714,5324,635,0
68,4714,5325,638,1
68,4714,5363,600,-1
68,4715,5363,579,-1
68,4716,5363,586,-1
68,4716,5444,617,0
68,4716,5525,662,1
68,4717,5363,609,-1
68,4718,5425,629,1
68,4719,5363,573,-1
68,4721,5363,566,-1
68,4722,5363,609,-1
68,4722,5444,657,0
68,4723,5363,609,-1
68,4724,5363,622,-1
68,4725,5363,622,-1
68,4725,5424,692,0
68,4725,5425,685,1
68,4726,5363,527,-1
68,4727,5363,569,-1
68,4727,5424,608,0
68,4727,5425,638,1
68,4728,5363,613,-1
68,4729,5363,586,-1
68,4729,5424,648,0
68,4731,5363,573,-1
68,4732,5324,657,0
68,4732,5325,691,1
68,4732,5363,627,-1
68,4733,5424,572,0
68,4737,5363,613,-1
68,4737,5424,657,0
68,4737,5425,642,1
68,4738,5324,617,0
68,4738,5325,652,1
68,4738,5363,576,-1
68,4739,5363,546,-1
68,4740,5424,648,0
68,4741,5324,683,0
68,4741,5325,740,1
68,4741,5373,682,-1
68,4742,5373,589,-1
68,4742,5444,604,0
68,4743,5373,593,-1
68,4744,5373,593,-1
68,4745,5373,549,-1
68,4746,5324,744,0
68,4746,5325,724,1
68,4746,5373,725,-1
68,4747,5373,586,-1
68,4747,5444,604,0
68,4747,5525,638,1
68,4748,5373,593,-1
68,4748,5424,639,0
68,4749,5373,549,-1
68,4749,5444,592,0
68,4750,5373,660,-1
68,4751,5373,586,-1
68,4751,5444,582,0
68,4751,5525,620,1
68,4752,5373,531,-1
68,4753,5444,585,0
68,4753,5525,595,1
68,4754,5373,593,-1
68,4755,5373,682,-1
68,4756,5373,622,-1
68,4757,5373,583,-1
68,4758,5325,691,1
68,4758,5373,652,-1
68,4759,5373,559,-1
68,4760,5373,613,-1
68,4760,5444,617,0
68,4761,5373,604,-1
68,4761,5424,652,0
68,4761,5425,691,1
68,4762,5324,668,0
68,4762,5325,713,1
68,4762,5373,652,-1
68,4763,5424,635,0
68,4763,5425,697,1
68,4764,5373,613,-1
68,4765,5373,597,-1
68,4765,5525,648,1
68,4766,5424,572,0
68,4766,5425,575,1
68,4767,5343,638,-1
68,4856,5444,621,0
68,4856,5525,642,1
68,4857,5444,595,0
68,4857,5525,623,1
68,4858,5324,611,0
68,4859,5324,643,0
68,4859,5325,629,1
68,4862,5324,565,0
68,4863,5324,611,0
68,4863,5325,626,1
68,4864,5424,663,0
68,4865,5424,652,0
68,4865,5425,697,1
68,4867,5424,657,0
68,4868,5424,608,0
68,4868,5425,601,1
68,4870,5424,617,0
68,4871,5444,617,0
68,4872,5525,623,1
11,4965,5613,613,-1
11,4966,5613,559,-1
11,4967,5565,659,1
11,4967,5613,609,-1
11,4967,5654,635,0
11,4968,5613,600,-1
11,4969,5613,583,-1
11,4969,5614,617,0
11,4969,5615,648,1
11,4970,5613,586,-1
11,4971,5613,660,-1
11,4972,5613,579,-1
11,4972,5654,598,0
11,4974,5613,563,-1
11,4975,5613,589,-1
11,4975,5614,621,0
11,4975,5615,648,1
11,4976,5613,604,-1
11,4976,5614,639,0
11,4976,5615,642,1
11,4977,5613,627,-1
11,4977,5614,648,0
11,4978,5613,583,-1
11,4978,5615,671,1
11,4978,5654,639,0
11,4979,5613,699,-1
11,4980,5613,617,-1
11,4980,5615,671,1
11,4980,5644,648,0
11,4981,5614,579,0
11,4981,5615,671,1
11,4982,5613,556,-1
11,4982,5614,598,0
11,4982,5615,648,1
11,4983,5613,573,-1
11,4984,5613,609,-1
11,4984,5614,628,0
11,4984,5615,671,1
11,4985,5613,586,-1
11,4985,5654,617,0
11,4985,5675,608,1
11,4986,5565,685,1
11,4986,5623,539,-1
11,4986,5644,631,0
11,4987,5623,527,-1
11,4987,5644,598,0
11,4988,5615,662,1
11,4988,5623,579,-1
11,4988,5644,604,0
11,4989,5623,527,-1
11,4990,5623,600,-1
11,4991,5623,523,-1
11,4992,5644,617,0
11,4992,5675,635,1
11,4993,5565,652,1
11,4993,5623,597,-1
11,4993,5654,635,0
11,4994,5623,535,-1
11,4994,5654,585,0
11,4995,5565,626,1
11,4995,5654,595,0
11,4996,5623,593,-1
11,4998,5565,620,1
11,4998,5623,553,-1
11,4998,5644,617,0
11,4999,5565,671,1
11,4999,5623,660,-1
11,4999,5644,657,0
11,5000,5623,573,-1
11,5000,5644,604,0
11,5001,5654,608,0
11,5001,5675,659,1
11,5002,5623,622,-1
11,5003,5623,573,-1
11,5003,5654,614,0
11,5003,5675,632,1
11,5004,5565,601,1
11,5004,5623,569,-1
11,5004,5644,595,0
11,5005,5623,553,-1
11,5006,5623,586,-1
11,5007,5633,535,-1
11,5007,5644,614,0
11,5007,5675,623,1
11,5008,5633,593,-1
11,5008,5654,648,0
11,5009,5633,597,-1
11,5009,5654,643,0
11,5009,5675,666,1
11,5010,5565,659,1
11,5010,5633,589,-1
11,5010,5644,617,0
11,5011,5633,576,-1
11,5011,5654,621,0
11,5012,5633,597,-1
11,5012,5644,624,0
11,5013,5633,527,-1
11,5015,5633,583,-1
11,5016,5633,559,-1
11,5016,5654,588,0
11,5017,5633,542,-1
11,5017,5644,608,0
11,5017,5675,629,1
11,5018,5633,556,-1
11,5018,5654,528,0
11,5018,5675,605,1
11,5019,5633,632,-1
11,5019,5644,668,0
11,5019,5675,705,1
11,5020,5565,675,1
11,5020,5633,645,-1
11,5020,5654,668,0
11,5021,5633,645,-1
11,5021,5644,635,0
11,5021,5675,697,1
11,5022,5633,589,-1
11,5022,5644,608,0
11,5024,5565,724,1
11,5024,5654,718,0
11,5025,5633,632,-1
11,5025,5644,663,0
11,5026,5633,593,-1
11,5026,5654,639,0
11,5027,5633,579,-1
11,5028,5613,699,-1
11,5028,5614,703,0
11,5068,5614,614,0
11,5068,5615,652,1
11,5069,5644,675,0
11,5070,5565,655,1
11,5070,5644,631,0
11,5071,5644,648,0
11,5073,5644,592,0
11,5074,5654,683,0
11,5074,5675,671,1
11,5075,5654,585,0
11,5076,5565,662,1
11,5076,5654,663,0
11,5078,5654,648,0
11,5078,5675,685,1
11,5079,5654,608,0
11,5083,5614,601,0
11,5083,5615,675,1
11,5084,5565,620,1
11,5084,5644,598,0
11,5085,5654,639,0
11,5085,5675,691,1
11,5086,5654,592,0
58,5158,5773,586,-1
58,5158,5835,611,1
58,5159,5773,579,-1
58,5159,5835,611,1
58,5159,5854,568,0
58,5160,5773,600,-1
58,5160,5854,657,0
58,5161,5773,645,-1
58,5161,5854,675,0
58,5162,5773,617,-1
58,5162,5835,648,1
58,5162,5854,643,0
58,5164,5773,617,-1
58,5164,5854,663,0
58,5165,5773,600,-1
58,5165,5854,624,0
58,5166,5773,609,-1
58,5166,5854,631,0
58,5167,5773,604,-1
58,5168,5773,597,-1
58,5169,5843,531,-1
58,5170,5773,546,-1
58,5171,5773,632,-1
58,5171,5835,685,1
58,5171,5854,652,0
58,5172,5773,660,-1
58,5172,5835,680,1
58,5172,5854,683,0
58,5173,5773,569,-1
58,5173,5854,601,0
58,5174,5773,579,-1
58,5174,5835,617,1
58,5174,5854,617,0
58,5175,5843,535,-1
58,5176,5843,509,-1
58,5177,5773,583,-1
58,5177,5854,582,0
58,5178,5773,617,-1
58,5178,5854,582,0
58,5179,5773,563,-1
58,5179,5854,598,0
58,5180,5854,624,0
58,5181,5773,576,-1
58,5183,5793,546,-1
58,5183,5854,572,0
58,5184,5793,645,-1
58,5184,5854,652,0
58,5185,5793,617,-1
58,5185,5854,663,0
58,5186,5793,569,-1
58,5186,5835,626,1
58,5186,5854,604,0
58,5187,5793,549,-1
58,5188,5793,609,-1
58,5188,5854,628,0
58,5189,5793,566,-1
58,5190,5793,576,-1
58,5190,5854,601,0
58,5191,5793,600,-1
58,5192,5793,613,-1
58,5193,5793,559,-1
58,5193,5854,592,0
58,5194,5793,579,-1
58,5194,5835,655,1
58,5194,5854,631,0
58,5195,5793,632,-1
58,5195,5854,657,0
58,5196,5793,600,-1
58,5196,5854,635,0
58,5197,5793,617,-1
58,5197,5854,648,0
58,5198,5793,546,-1
58,5198,5854,598,0
58,5199,5854,611,0
58,5200,5793,597,-1
58,5200,5835,645,1
58,5200,5854,611,0
58,5201,5793,604,-1
58,5202,5793,609,-1
58,5250,5854,614,0
58,5254,5854,572,0
58,5255,5854,579,0
7,5301,5985,648,1
7,5301,5993,613,-1
7,5301,6034,657,0
7,5302,5985,648,1
7,5302,5993,604,-1
7,5302,6034,624,0
7,5304,5985,580,1
7,5304,5993,563,-1
7,5304,6034,539,0
7,5305,5985,605,1
7,5306,5985,645,1
7,5306,5993,604,-1
7,5306,6034,614,0
7,5307,5985,595,1
7,5307,5993,556,-1
7,5307,6034,582,0
7,5308,5993,559,-1
7,5309,5985,666,1
7,5309,5993,638,-1
7,5309,6034,683,0
7,5310,5993,539,-1
7,5311,5985,675,1
7,5311,5993,609,-1
7,5311,6034,683,0
7,5312,6094,592,0
7,5313,5985,614,1
7,5313,5993,563,-1
7,5313,6034,628,0
7,5314,5985,648,1
7,5314,5993,613,-1
7,5314,6034,628,0
7,5315,5993,569,-1
7,5316,5993,576,-1
7,5317,5985,642,1
7,5317,5993,569,-1
7,5317,6034,611,0
7,5319,5985,648,1
7,5319,5993,589,-1
7,5320,5985,626,1
7,5320,5993,583,-1
7,5320,6034,601,0
7,5321,5985,608,1
7,5321,6034,611,0
7,5322,5993,553,-1
7,5323,5985,662,1
7,5323,5993,638,-1
7,5326,5993,569,-1
7,5327,5985,642,1
7,5327,5993,597,-1
7,5327,6034,635,0
7,5328,5993,549,-1
7,5329,5985,626,1
7,5329,5993,576,-1
7,5329,6034,604,0
7,5330,5993,604,-1
7,5330,6034,617,0
7,5331,5985,666,1
7,5331,5993,604,-1
7,5331,6034,601,0
7,5332,6094,582,0
7,5334,5985,626,1
7,5334,5993,593,-1
7,5334,6034,608,0
7,5335,5985,685,1
7,5335,5993,682,-1
7,5336,5985,691,1
7,5336,5993,617,-1
7,5336,6034,657,0
7,5337,5993,569,-1
7,5337,6034,604,0
7,5338,5985,617,1
7,5338,5993,573,-1
7,5338,6034,595,0
7,5339,5985,666,1
7,5339,5993,609,-1
7,5339,6034,643,0
7,5340,5985,587,1
7,5340,5993,573,-1
7,5341,5985,655,1
7,5341,5993,622,-1
7,5341,6034,639,0
7,5342,5993,593,-1
7,5343,5985,724,1
7,5343,5993,632,-1
7,5343,6034,652,0
7,5344,5985,575,1
7,5344,5993,593,-1
7,5344,6034,598,0
7,5346,5985,626,1
7,5346,6034,617,0
7,5347,5985,635,1
7,5347,5993,583,-1
7,5347,6034,598,0
7,5348,5985,642,1
7,5348,5993,609,-1
7,5348,6034,639,0
7,5350,5993,579,-1
7,5351,5993,600,-1
7,5420,6034,614,0
7,5422,6034,617,0
7,5423,6034,561,0
7,5425,5985,620,1
7,5426,6034,657,0
7,5428,5985,691,1
8,5491,6133,652,-1
8,5491,6234,675,0
8,5492,6133,632,-1
8,5492,6224,668,0
8,5492,6265,685,1
8,5493,6245,635,1
8,5493,6283,566,-1
8,5494,6133,682,-1
8,5494,6234,675,0
8,5494,6265,724,1
8,5495,6133,627,-1
8,5496,6133,589,-1
8,5497,6265,671,1
8,5498,6133,645,-1
8,5498,6234,643,0
8,5498,6265,642,1
8,5499,6133,699,-1
8,5499,6245,705,1
8,5500,6133,627,-1
8,5500,6224,631,0
8,5501,6133,600,-1
8,5501,6234,614,0
8,5501,6265,626,1
8,5502,6133,638,-1
8,5502,6234,628,0
8,5502,6315,662,1
8,5504,6153,682,-1
8,5504,6234,675,0
8,5504,6265,675,1
8,5505,6153,576,-1
8,5505,6244,572,0
8,5506,6153,617,-1
8,5506,6265,680,1
8,5507,6153,632,-1
8,5509,6153,660,-1
8,5510,6224,652,0
8,5511,6234,657,0
8,5511,6315,632,1
8,5512,6153,645,-1
8,5512,6224,652,0
8,5512,6315,685,1
8,5513,6315,645,1
8,5514,6153,573,-1
8,5514,6234,592,0
8,5514,6315,580,1
8,5515,6153,617,-1
8,5517,6153,670,-1
8,5517,6315,675,1
8,5518,6153,569,-1
8,5518,6234,592,0
8,5519,6153,604,-1
8,5520,6153,670,-1
8,5520,6234,692,0
8,5520,6315,680,1
8,5521,6153,569,-1
8,5521,6224,621,0
8,5521,6265,635,1
8,5522,6153,622,-1
8,5522,6234,683,0
8,5523,6153,617,-1
8,5524,6153,613,-1
8,5524,6315,680,1
8,5526,6153,566,-1
8,5526,6224,614,0
8,5527,6153,622,-1
8,5528,6163,576,-1
8,5529,6163,632,-1
8,5529,6224,657,0
8,5529,6315,705,1
8,5530,6163,593,-1
8,5531,6234,663,0
8,5531,6315,691,1
8,5532,6163,632,-1
8,5532,6244,648,0
8,5533,6163,579,-1
8,5533,6234,643,0
8,5534,6163,622,-1
8,5535,6163,553,-1
8,5535,6244,553,0
8,5536,6163,613,-1
8,5536,6234,621,0
8,5537,6163,660,-1
8,5538,6163,586,-1
8,5539,6163,670,-1
8,5539,6315,713,1
8,5540,6163,559,-1
8,5540,6315,652,1
8,5542,6203,632,-1
8,5542,6224,675,0
8,5542,6265,685,1
8,5543,6203,617,-1
8,5543,6224,635,0
8,5543,6245,614,1
8,5544,6203,527,-1
8,5544,6224,572,0
8,5545,6203,622,-1
8,5546,6203,617,-1
8,5548,6203,632,-1
8,5548,6234,648,0
8,5548,6265,697,1
8,5549,6203,645,-1
8,5549,6224,663,0
8,5550,6203,579,-1
8,5551,6203,622,-1
8,5552,6203,638,-1
8,5552,6265,655,1
8,5553,6203,699,-1
8,5555,6133,638,-1
8,5555,6224,617,0
8,5555,6315,713,1
8,5618,6265,638,1
8,5619,6234,643,0
8,5619,6315,648,1
8,5620,6224,614,0
8,5620,6315,662,1
8,5621,6234,668,0
8,5621,6265,659,1
8,5622,6245,620,1
67,5691,6333,604,-1
67,5691,6445,675,1
67,5692,6333,569,-1
67,5692,6384,631,0
67,5692,6455,605,1
67,5693,6333,604,-1
67,5693,6394,608,0
67,5693,6445,652,1
67,5694,6333,638,-1
67,5695,6333,546,-1
67,5696,6333,670,-1
67,5696,6394,683,0
67,5696,6445,697,1
67,5697,6333,576,-1
67,5697,6394,628,0
67,5697,6445,666,1
67,5698,6333,660,-1
67,5698,6394,692,0
67,5698,6445,685,1
67,5699,6373,632,-1
67,5699,6384,628,0
67,5699,6455,662,1
67,5700,6363,553,-1
67,5700,6384,598,0
67,5700,6445,595,1
67,5701,6373,609,-1
67,5702,6373,609,-1
67,5703,6373,600,-1
67,5703,6394,621,0
67,5703,6445,642,1
67,5704,6363,600,-1
67,5704,6384,611,0
67,5704,6445,645,1
67,5705,6363,556,-1
67,5705,6384,595,0
67,5706,6373,617,-1
67,5706,6394,631,0
67,5706,6455,635,1
67,5707,6373,682,-1
67,5707,6455,680,1
67,5708,6373,638,-1
67,5708,6394,639,0
67,5708,6445,675,1
67,5709,6373,670,-1
67,5709,6394,643,0
67,5709,6455,713,1
67,5710,6373,638,-1
67,5710,6455,724,1
67,5711,6373,589,-1
67,5711,6455,638,1
67,5712,6373,660,-1
67,5712,6394,692,0
67,5712,6445,788,1
67,5713,6363,569,-1
67,5713,6384,608,0
67,5713,6455,614,1
67,5714,6373,670,-1
67,5714,6394,703,0
67,5714,6455,740,1
67,5715,6373,645,-1
67,5716,6363,569,-1
67,5716,6384,579,0
67,5716,6445,598,1
67,5717,6363,549,-1
67,5717,6384,598,0
67,5717,6455,555,1
67,5718,6373,609,-1
67,5718,6394,635,0
67,5719,6373,609,-1
67,5719,6394,652,0
67,5719,6445,648,1
67,5720,6363,527,-1
67,5721,6373,579,-1
67,5722,6363,549,-1
67,5722,6384,549,0
67,5722,6445,587,1
67,5723,6363,527,-1
67,5724,6363,553,-1
67,5725,6384,579,0
67,5725,6445,620,1
67,5727,6363,604,-1
67,5727,6384,588,0
67,5727,6455,635,1
67,5728,6373,627,-1
67,5729,6373,589,-1
67,5729,6445,638,1
67,5730,6373,597,-1
67,5730,6384,595,0
67,5731,6363,531,-1
67,5731,6384,608,0
67,5731,6445,566,1
67,5732,6373,609,-1
67,5732,6445,680,1
67,5782,6455,587,1
67,5783,6384,631,0
67,5783,6455,648,1
67,5784,6445,620,1
67,5785,6384,624,0
67,5786,6384,628,0
67,5786,6455,659,1
67,5787,6455,655,1
67,5788,6455,626,1
67,5789,6384,668,0
67,5790,6445,666,1
67,5791,6445,598,1
38,5841,6533,546,-1
38,5842,6533,609,-1
38,5842,6574,611,0
38,5843,6533,535,-1
38,5845,6543,622,-1
38,5846,6543,542,-1
38,5847,6543,569,-1
38,5848,6543,527,-1
38,5849,6543,559,-1
38,5851,6553,549,-1
38,5852,6544,628,0
38,5852,6553,600,-1
38,5853,6553,576,-1
38,5854,6553,573,-1
38,5855,6553,617,-1
38,5855,6584,675,0
38,5857,6544,675,0
38,5857,6553,645,-1
38,5858,6553,583,-1
38,5858,6574,608,0
38,5859,6544,628,0
38,5859,6553,604,-1
38,5860,6553,600,-1
38,5860,6574,628,0
38,5861,6544,652,0
38,5861,6553,609,-1
38,5862,6553,617,-1
38,5862,6584,617,0
38,5863,6553,569,-1
38,5864,6553,569,-1
38,5864,6584,575,0
38,5865,6553,569,-1
38,5866,6553,566,-1
38,5866,6584,572,0
38,5867,6544,608,0
38,5867,6553,553,-1
38,5868,6553,609,-1
38,5869,6553,609,-1
38,5870,6544,718,0
38,5870,6553,660,-1
38,5871,6553,617,-1
38,5871,6584,668,0
38,5872,6553,566,-1
38,5873,6553,670,-1
38,5873,6574,652,0
38,5874,6553,617,-1
38,5874,6574,549,0
38,5875,6563,593,-1
38,5876,6544,595,0
38,5876,6563,589,-1
38,5877,6563,556,-1
38,5877,6574,582,0
38,5878,6563,566,-1
38,5878,6584,528,0
38,5879,6563,514,-1
38,5880,6544,635,0
38,5880,6563,589,-1
38,5881,6563,535,-1
38,5882,6563,617,-1
38,5882,6584,643,0
38,5883,6563,579,-1
38,5883,6584,614,0
38,5884,6563,531,-1
38,5884,6584,568,0
38,5885,6563,586,-1
38,5885,6584,621,0
38,5886,6544,668,0
38,5886,6563,638,-1
38,5887,6563,549,-1
38,5887,6574,565,0
38,5888,6563,563,-1
38,5888,6584,579,0
38,5889,6584,663,0
38,5890,6563,563,-1
38,5890,6584,585,0
38,5891,6563,583,-1
38,5892,6563,632,-1
38,5892,6574,652,0
38,5893,6563,593,-1
38,5893,6574,604,0
38,5894,6563,699,-1
38,5894,6574,663,0
38,5895,6563,553,-1
38,5944,6584,639,0
38,5945,6584,557,0
38,5947,6544,588,0
38,5948,6544,572,0
38,5951,6544,624,0
38,5952,6574,635,0
38,5954,6574,579,0
38,5955,6574,663,0
38,5956,6574,595,0
38,5958,6574,608,0
38,5960,6574,572,0
38,5963,6574,675,0
38,5964,6574,598,0
38,5965,6574,595,0
55,6045,6763,563,-1
55,6046,6763,563,-1
55,6047,6763,559,-1
55,6048,6763,553,-1
55,6049,6853,559,-1
55,6050,6853,586,-1
55,6051,6853,660,-1
55,6052,6853,632,-1
55,6053,6813,645,-1
55,6053,6874,621,0
55,6054,6813,542,-1
55,6055,6823,539,-1
55,6056,6823,553,-1
55,6057,6765,598,1
55,6057,6823,586,-1
55,6058,6823,553,-1
55,6059,6823,549,-1
55,6060,6823,546,-1
55,6061,6823,627,-1
55,6062,6823,622,-1
55,6062,6874,631,0
55,6062,6945,642,1
55,6063,6823,638,-1
55,6063,6874,643,0
55,6063,6945,629,1
55,6064,6823,699,-1
55,6065,6823,627,-1
55,6065,6874,683,0
55,6065,6945,642,1
55,6066,6823,563,-1
55,6066,6874,572,0
55,6066,6945,595,1
55,6067,6765,611,1
55,6067,6823,589,-1
55,6068,6823,589,-1
55,6071,6823,553,-1
55,6072,6823,589,-1
55,6072,6874,628,0
55,6072,6945,638,1
55,6073,6853,542,-1
55,6074,6853,569,-1
55,6074,6874,595,0
55,6074,6945,611,1
55,6075,6853,670,-1
55,6075,6874,703,0
55,6075,6945,659,1
55,6076,6853,670,-1
55,6076,6874,643,0
55,6076,6945,617,1
55,6077,6853,638,-1
55,6077,6945,638,1
55,6078,6853,645,-1
55,6078,6874,608,0
55,6079,6853,660,-1
55,6079,6874,683,0
55,6080,6765,598,1
55,6080,6853,622,-1
55,6080,6874,624,0
55,6081,6853,670,-1
55,6081,6874,663,0
55,6081,6945,642,1
55,6082,6853,593,-1
55,6082,6874,617,0
55,6082,6945,638,1
55,6083,6853,645,-1
55,6083,6874,621,0
55,6083,6945,623,1
55,6084,6863,553,-1
55,6085,6863,549,-1
55,6086,6863,549,-1
55,6087,6853,632,-1
55,6088,6763,531,-1
55,6115,6874,565,0
55,6115,6945,591,1
55,6117,6874,624,0
55,6117,6945,648,1
55,6118,6874,628,0
55,6119,6874,582,0
61,6154,6983,546,-1
61,6154,7094,588,0
61,6154,7105,595,1
61,6155,6983,556,-1
61,6155,7035,605,1
61,6155,7094,557,0
61,6157,6983,531,-1
61,6158,6983,527,-1
61,6158,7094,592,0
61,6158,7105,571,1
61,6159,6983,504,-1
61,6160,7003,569,-1
61,6160,7035,620,1
61,6160,7044,611,0
61,6161,7003,586,-1
61,6161,7035,591,1
61,6161,7044,598,0
